	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	PLATFORM	CHEMICAL_ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
664	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	100001006	826	118.0499	543-24-8	10972		HMDB00532
665	N-acetylhistidine	Amino Acid	Histidine Metabolism	LC/MS Polar	100001293	2088	196.0728	39145-52-3	75619	C02997	HMDB32055
666	N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	100001276	2325	172.0979	3077-46-1	2802421		HMDB61684
667	N-acetyl-isoputreanine*	Amino Acid	Polyamine Metabolism	LC/MS Pos Early	100020487	2305	203.139		.		
668	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	1082	2400	172.0979	1188-21-2	70912	C02710	HMDB11756
669	N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Neg	1083	1787	190.0543	65-82-7	448580	C02712	HMDB11745
670	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	LC/MS Pos Early	1162	660	310.1133	131-48-6	439197	C00270	HMDB00230
671	N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	100001256	2597	206.0823	2018-61-3	74839	C03519	HMDB00512
672	N-acetylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100001334	1695	158.0812	1074-79-9	322640		
673	N-acetylputrescine	Amino Acid	Polyamine Metabolism	LC/MS Pos Early	192	2230	131.1179	18233-70-0	122356	C02714	HMDB02064
674	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Polar	100001851	2000	146.0459	97-14-3	65249		HMDB02931
675	N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Neg	100005466	800	166.018		159864		
676	N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Neg	100001274	821.6	160.0615	17093-74-2	152204		
677	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100001254	2630	245.0932	1218-34-4	700653	C03137	HMDB13713
678	N-acetyltyrosine	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100001104	1680	222.0772	537-55-3	68310		HMDB00866
679	N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	1084	1704	158.0823	96-81-1	66789		HMDB11757
680	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Neg	100004523	858	173.0932		9920500		
681	N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100004561	2150	164.0353	3342-77-6	101399	C05653	HMDB04089
682	N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Neg	194	1543.8	176.0387	4289-98-9	439750	C03145	HMDB01015
683	N-formylphenylalanine	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006056	2360	192.0666	13200-85-6	759256		
684	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Pos Early	432	1942	123.0553	98-92-0	936	C00153	HMDB01406
685	N-linoleoyltaurine*	Lipid	Endocannabinoid	LC/MS Neg	100005814	5505	386.2371		.		
686	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100001956	1335	130.0863	475-11-6	557		
687	N-oleoylserine	Lipid	Endocannabinoid	LC/MS Neg	100015641	5600	368.2806		.		
688	N-oleoyltaurine	Lipid	Endocannabinoid	LC/MS Neg	100003119	5610	388.2527	52514-04-2	6437033		
689	N-palmitoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	LC/MS Neg	100003686	5580	312.2544	2441-41-0	151008		HMDB13034
690	N-stearoyltaurine	Lipid	Endocannabinoid	LC/MS Neg	100003240	5782	390.2684	63155-80-6	168274		
691	N-trimethyl 5-aminovalerate	Amino Acid	Lysine Metabolism	LC/MS Pos Early	100015962	2186	160.1332		.		
692	o-cresol sulfate	Xenobiotics	Benzoate Metabolism	LC/MS Neg	100001806	2796	187.0071		11615528		
693	octadecadienedioate (C18:2-DC)*	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100019982	4676	309.2071		.		
694	octadecanedioate (C18-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100001615	5043	313.2384	871-70-5	70095		HMDB00782
695	octadecanedioylcarnitine (C18-DC)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100005998	1227	458.3476	123233-50-1	.		
696	octadecenedioate (C18:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100019978	4875	311.2228		.		
697	octadecenedioylcarnitine (C18:1-DC)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100005996	1180	456.332	251981-06-3	.		
698	octanoylcarnitine (C8)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100001247	950	288.2169	3671-77-0	123701	C02838	HMDB00791
699	oleoyl ethanolamide	Lipid	Endocannabinoid	LC/MS Neg	1137	6450	324.2908	11-58-0;111-58-0	5283454		HMDB02088
700	oleoylcarnitine (C18:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100001501	1423	426.3578	38677-66-6	6441392		HMDB05065
701	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	444	2800	133.0972	3184-13-2	6262	C00077	HMDB03374
702	orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	LC/MS Polar	445	1638.1	155.0098	50887-69-9	967	C00295	HMDB00226
703	O-sulfo-L-tyrosine	Xenobiotics	Chemical	LC/MS Neg	100005384	990	260.0234		514186		
704	oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	LC/MS Neg	100000841	603	88.988	144-62-7	971	C00209	HMDB02329
705	oxaloacetate	Energy	TCA Cycle	LC/MS Neg	447	575	130.9986	328-42-7	970	C00036	HMDB00223
706	palmitoleoylcarnitine (C16:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100009406	1357	398.3265		71464547		
707	palmitoyl ethanolamide	Lipid	Endocannabinoid	LC/MS Neg	1489	6300	298.2752	544-31-0	4671	C16512	HMDB02100
708	palmitoylcarnitine (C16)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100000776	1425	400.3421	6865-14-1	461	C02990	HMDB00222
709	pantothenate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	LC/MS Neg	1024	1498.7	218.1034	137-08-6	6613	C00864	HMDB00210
710	paraxanthine	Xenobiotics	Xanthine Metabolism	LC/MS Neg	100000453	2279	179.0575	611-59-6	4687	C13747	HMDB01860
711	PC(12:0/18:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010483	.	.		.		
712	PC(12:0/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100009438	.	.		.		
713	PC(14:0/14:0)	Phosphatidylcholine	PC Ester	DMS-MS	100009441	.	.		.		
714	PC(14:0/16:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010299	.	.		.		
715	PC(14:0/18:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010144	.	.		.		
716	PC(14:0/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100010300	.	.		.		
717	PC(14:0/18:3)	Phosphatidylcholine	PC Ester	DMS-MS	100009442	.	.		.		
718	PC(14:0/20:2)	Phosphatidylcholine	PC Ester	DMS-MS	100009800	.	.		.		
719	PC(14:0/20:3)	Phosphatidylcholine	PC Ester	DMS-MS	100009971	.	.		.		
720	PC(14:0/20:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010486	.	.		.		
721	PC(14:0/20:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010671	.	.		.		
722	PC(14:0/22:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010301	.	.		.		
723	PC(14:0/22:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010146	.	.		.		
724	PC(14:0/22:6)	Phosphatidylcholine	PC Ester	DMS-MS	100010147	.	.		.		
725	PC(15:0/16:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010673	.	.		.		
726	PC(15:0/18:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010674	.	.		.		
727	PC(15:0/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100010302	.	.		.		
728	PC(15:0/20:3)	Phosphatidylcholine	PC Ester	DMS-MS	100010487	.	.		.		
729	PC(15:0/20:4)	Phosphatidylcholine	PC Ester	DMS-MS	100009443	.	.		.		
730	PC(15:0/20:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010304	.	.		.		
731	PC(15:0/22:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010148	.	.		.		
732	PC(15:0/22:6)	Phosphatidylcholine	PC Ester	DMS-MS	100009802	.	.		.		
733	PC(16:0/12:0)	Phosphatidylcholine	PC Ester	DMS-MS	100010675	.	.		.		
734	PC(16:0/14:0)	Phosphatidylcholine	PC Ester	DMS-MS	100009638	.	.		.		
735	PC(16:0/14:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010488	.	.		.		
736	PC(16:0/16:0)	Phosphatidylcholine	PC Ester	DMS-MS	100009803	.	.		.		
737	PC(16:0/16:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009639	.	.		.		
738	PC(16:0/18:0)	Phosphatidylcholine	PC Ester	DMS-MS	100010305	.	.		.		
739	PC(16:0/18:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009804	.	.		.		
740	PC(16:0/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100010489	.	.		.		
741	PC(16:0/18:3)	Phosphatidylcholine	PC Ester	DMS-MS	100009973	.	.		.		
742	PC(16:0/18:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010149	.	.		.		
743	PC(16:0/20:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009805	.	.		.		
744	PC(16:0/20:2)	Phosphatidylcholine	PC Ester	DMS-MS	100010676	.	.		.		
745	PC(16:0/20:3)	Phosphatidylcholine	PC Ester	DMS-MS	100009444	.	.		.		
746	PC(16:0/20:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010306	.	.		.		
747	PC(16:0/20:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010307	.	.		.		
748	PC(16:0/22:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010308	.	.		.		
749	PC(16:0/22:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010309	.	.		.		
750	PC(16:0/22:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010677	.	.		.		
751	PC(16:0/22:6)	Phosphatidylcholine	PC Ester	DMS-MS	100010151	.	.		.		
752	PC(17:0/14:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010490	.	.		.		
753	PC(17:0/16:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009806	.	.		.		
754	PC(17:0/18:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010310	.	.		.		
755	PC(17:0/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100010311	.	.		.		
756	PC(17:0/18:3)	Phosphatidylcholine	PC Ester	DMS-MS	100009445	.	.		.		
757	PC(17:0/20:3)	Phosphatidylcholine	PC Ester	DMS-MS	100010491	.	.		.		
758	PC(17:0/20:4)	Phosphatidylcholine	PC Ester	DMS-MS	100009974	.	.		.		
759	PC(17:0/20:5)	Phosphatidylcholine	PC Ester	DMS-MS	100009446	.	.		.		
760	PC(17:0/22:4)	Phosphatidylcholine	PC Ester	DMS-MS	100009975	.	.		.		
761	PC(17:0/22:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010492	.	.		.		
762	PC(17:0/22:6)	Phosphatidylcholine	PC Ester	DMS-MS	100009807	.	.		.		
763	PC(18:0/12:0)	Phosphatidylcholine	PC Ester	DMS-MS	100009976	.	.		.		
764	PC(18:0/14:0)	Phosphatidylcholine	PC Ester	DMS-MS	100010152	.	.		.		
765	PC(18:0/16:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009978	.	.		.		
766	PC(18:0/18:0)	Phosphatidylcholine	PC Ester	DMS-MS	100009808	.	.		.		
767	PC(18:0/18:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010678	.	.		.		
768	PC(18:0/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100010493	.	.		.		
769	PC(18:0/18:3)	Phosphatidylcholine	PC Ester	DMS-MS	100010312	.	.		.		
770	PC(18:0/18:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010313	.	.		.		
771	PC(18:0/20:0)	Phosphatidylcholine	PC Ester	DMS-MS	100010314	.	.		.		
772	PC(18:0/20:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009447	.	.		.		
773	PC(18:0/20:2)	Phosphatidylcholine	PC Ester	DMS-MS	100009448	.	.		.		
774	PC(18:0/20:3)	Phosphatidylcholine	PC Ester	DMS-MS	100010679	.	.		.		
775	PC(18:0/20:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010315	.	.		.		
776	PC(18:0/20:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010316	.	.		.		
777	PC(18:0/22:4)	Phosphatidylcholine	PC Ester	DMS-MS	100009979	.	.		.		
778	PC(18:0/22:5)	Phosphatidylcholine	PC Ester	DMS-MS	100009810	.	.		.		
779	PC(18:0/22:6)	Phosphatidylcholine	PC Ester	DMS-MS	100010318	.	.		.		
780	PC(18:1/16:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010494	.	.		.		
781	PC(18:1/18:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009980	.	.		.		
782	PC(18:1/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100009981	.	.		.		
783	PC(18:1/18:3)	Phosphatidylcholine	PC Ester	DMS-MS	100010495	.	.		.		
784	PC(18:1/20:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009641	.	.		.		
785	PC(18:1/20:2)	Phosphatidylcholine	PC Ester	DMS-MS	100010319	.	.		.		
786	PC(18:1/20:3)	Phosphatidylcholine	PC Ester	DMS-MS	100010680	.	.		.		
787	PC(18:1/20:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010320	.	.		.		
788	PC(18:1/20:5)	Phosphatidylcholine	PC Ester	DMS-MS	100009642	.	.		.		
789	PC(18:1/22:4)	Phosphatidylcholine	PC Ester	DMS-MS	100009982	.	.		.		
790	PC(18:1/22:5)	Phosphatidylcholine	PC Ester	DMS-MS	100009811	.	.		.		
791	PC(18:1/22:6)	Phosphatidylcholine	PC Ester	DMS-MS	100009644	.	.		.		
792	PC(18:2/16:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010321	.	.		.		
793	PC(18:2/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100009452	.	.		.		
794	PC(18:2/18:3)	Phosphatidylcholine	PC Ester	DMS-MS	100009983	.	.		.		
795	PC(18:2/20:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009453	.	.		.		
796	PC(18:2/20:2)	Phosphatidylcholine	PC Ester	DMS-MS	100009984	.	.		.		
797	PC(18:2/20:3)	Phosphatidylcholine	PC Ester	DMS-MS	100009645	.	.		.		
798	PC(18:2/20:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010681	.	.		.		
799	PC(18:2/20:5)	Phosphatidylcholine	PC Ester	DMS-MS	100009813	.	.		.		
800	PC(18:2/22:4)	Phosphatidylcholine	PC Ester	DMS-MS	100010683	.	.		.		
801	PC(18:2/22:5)	Phosphatidylcholine	PC Ester	DMS-MS	100009646	.	.		.		
802	PC(18:2/22:6)	Phosphatidylcholine	PC Ester	DMS-MS	100010497	.	.		.		
803	PC(20:0/14:1)	Phosphatidylcholine	PC Ester	DMS-MS	100010498	.	.		.		
804	PC(20:0/16:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009985	.	.		.		
805	PC(20:0/18:1)	Phosphatidylcholine	PC Ester	DMS-MS	100009454	.	.		.		
806	PC(20:0/18:2)	Phosphatidylcholine	PC Ester	DMS-MS	100009455	.	.		.		
807	PC(20:0/18:3)	Phosphatidylcholine	PC Ester	DMS-MS	100010684	.	.		.		
808	PC(20:0/20:2)	Phosphatidylcholine	PC Ester	DMS-MS	100010322	.	.		.		
809	PC(20:0/20:3)	Phosphatidylcholine	PC Ester	DMS-MS	100010323	.	.		.		
810	PC(20:0/20:4)	Phosphatidylcholine	PC Ester	DMS-MS	100009456	.	.		.		
811	PC(20:0/20:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010324	.	.		.		
812	PC(20:0/22:5)	Phosphatidylcholine	PC Ester	DMS-MS	100010326	.	.		.		
813	PC(20:0/22:6)	Phosphatidylcholine	PC Ester	DMS-MS	100010499	.	.		.		
814	p-cresol sulfate	Xenobiotics	Benzoate Metabolism	LC/MS Neg	100001315	2890	187.0071	3233-57-7	4615423		HMDB11635
815	p-cresol-glucuronide*	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006191	2420	283.0823	17680-99-8	154035		HMDB11686
816	PE(14:0/18:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010686	.	.		.		
817	PE(16:0/14:0)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009992	.	.		.		
818	PE(16:0/16:0)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010154	.	.		.		
819	PE(16:0/16:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009820	.	.		.		
820	PE(16:0/18:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010155	.	.		.		
821	PE(16:0/18:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009650	.	.		.		
822	PE(16:0/18:3)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010331	.	.		.		
823	PE(16:0/20:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010333	.	.		.		
824	PE(16:0/20:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009463	.	.		.		
825	PE(16:0/20:3)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010691	.	.		.		
826	PE(16:0/20:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010692	.	.		.		
827	PE(16:0/20:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010156	.	.		.		
828	PE(16:0/22:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010506	.	.		.		
829	PE(16:0/22:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010507	.	.		.		
830	PE(16:0/22:6)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009993	.	.		.		
831	PE(17:0/18:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009465	.	.		.		
832	PE(17:0/18:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010157	.	.		.		
833	PE(17:0/20:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010693	.	.		.		
834	PE(17:0/20:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009651	.	.		.		
835	PE(17:0/22:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010158	.	.		.		
836	PE(17:0/22:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009653	.	.		.		
837	PE(17:0/22:6)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010337	.	.		.		
838	PE(18:0/16:0)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009655	.	.		.		
839	PE(18:0/16:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010339	.	.		.		
840	PE(18:0/18:0)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010695	.	.		.		
841	PE(18:0/18:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010696	.	.		.		
842	PE(18:0/18:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010159	.	.		.		
843	PE(18:0/18:3)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009995	.	.		.		
844	PE(18:0/20:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010511	.	.		.		
845	PE(18:0/20:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010160	.	.		.		
846	PE(18:0/20:3)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010697	.	.		.		
847	PE(18:0/20:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010161	.	.		.		
848	PE(18:0/20:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010340	.	.		.		
849	PE(18:0/22:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009822	.	.		.		
850	PE(18:0/22:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009467	.	.		.		
851	PE(18:0/22:6)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010341	.	.		.		
852	PE(18:1/14:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009468	.	.		.		
853	PE(18:1/16:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010698	.	.		.		
854	PE(18:1/18:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009469	.	.		.		
855	PE(18:1/18:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010699	.	.		.		
856	PE(18:1/18:3)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010342	.	.		.		
857	PE(18:1/20:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009470	.	.		.		
858	PE(18:1/20:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010700	.	.		.		
859	PE(18:1/20:3)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010343	.	.		.		
860	PE(18:1/20:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010512	.	.		.		
861	PE(18:1/20:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009823	.	.		.		
862	PE(18:1/22:0)	Phosphatidylethanolamine	PE Ester	DMS-MS	100013437	.	.		.		
863	PE(18:1/22:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009471	.	.		.		
864	PE(18:1/22:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009472	.	.		.		
865	PE(18:1/22:6)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009657	.	.		.		
866	PE(18:2/14:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010164	.	.		.		
867	PE(18:2/16:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009658	.	.		.		
868	PE(18:2/18:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009473	.	.		.		
869	PE(18:2/18:3)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010702	.	.		.		
870	PE(18:2/20:1)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010344	.	.		.		
871	PE(18:2/20:2)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010345	.	.		.		
872	PE(18:2/20:3)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010165	.	.		.		
873	PE(18:2/20:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010703	.	.		.		
874	PE(18:2/20:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100010346	.	.		.		
875	PE(18:2/22:4)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009475	.	.		.		
876	PE(18:2/22:5)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009996	.	.		.		
877	PE(18:2/22:6)	Phosphatidylethanolamine	PE Ester	DMS-MS	100009825	.	.		.		
878	PE(O-16:0/16:0)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009997	.	.		.		
879	PE(O-16:0/18:1)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010514	.	.		.		
880	PE(O-16:0/18:2)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009998	.	.		.		
881	PE(O-16:0/18:3)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010166	.	.		.		
882	PE(O-16:0/20:3)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010348	.	.		.		
883	PE(O-16:0/20:4)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009477	.	.		.		
884	PE(O-16:0/20:5)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009478	.	.		.		
885	PE(O-16:0/22:4)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010000	.	.		.		
886	PE(O-16:0/22:5)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009479	.	.		.		
887	PE(O-16:0/22:6)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009480	.	.		.		
888	PE(O-18:0/16:0)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009481	.	.		.		
889	PE(O-18:0/18:0)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010001	.	.		.		
890	PE(O-18:0/18:1)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009661	.	.		.		
891	PE(O-18:0/18:2)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010516	.	.		.		
892	PE(O-18:0/18:3)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010517	.	.		.		
893	PE(O-18:0/20:3)	Phosphatidylethanolamine	PE Ether	DMS-MS	100009483	.	.		.		
894	PE(O-18:0/20:4)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010351	.	.		.		
895	PE(O-18:0/20:5)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010352	.	.		.		
896	PE(O-18:0/22:4)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010167	.	.		.		
897	PE(O-18:0/22:5)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010518	.	.		.		
898	PE(O-18:0/22:6)	Phosphatidylethanolamine	PE Ether	DMS-MS	100010519	.	.		.		
899	PE(P-14:0/18:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010520	.	.		.		
900	PE(P-16:0/16:0)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010521	.	.		.		
901	PE(P-16:0/16:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010522	.	.		.		
902	PE(P-16:0/18:0)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010523	.	.		.		
903	PE(P-16:0/18:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009484	.	.		.		
904	PE(P-16:0/18:2)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010709	.	.		.		
905	PE(P-16:0/18:3)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010002	.	.		.		
906	PE(P-16:0/20:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009668	.	.		.		
907	PE(P-16:0/20:2)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010524	.	.		.		
908	PE(P-16:0/20:3)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010003	.	.		.		
909	PE(P-16:0/20:4)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010168	.	.		.		
910	PE(P-16:0/20:5)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010710	.	.		.		
911	PE(P-16:0/22:4)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010354	.	.		.		
912	PE(P-16:0/22:5)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009669	.	.		.		
913	PE(P-16:0/22:6)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009827	.	.		.		
914	PE(P-16:1/18:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010355	.	.		.		
915	PE(P-18:0/16:0)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100009485	.	.		.		
916	PE(P-18:0/16:1)	Phosphatidylethanolamine	PE Plasmalogen	DMS-MS	100010005	.	.		.		
