	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
586	N-acetylmuramate	Carbohydrate	Aminosugar Metabolism	LC/MS Neg	100000283	860	292.1038	10597-89-4	5462244	C02713	HMDB60493
587	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	LC/MS Pos Early	1162	660	310.1133	131-48-6	439197	C00270	HMDB00230
588	N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	100001256	2597	206.0823	2018-61-3	74839	C03519	HMDB00512
589	N-acetylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100001334	1695	158.0812	1074-79-9	322640		
590	N-acetylputrescine	Amino Acid	Polyamine Metabolism	LC/MS Pos Early	192	2230	131.1179	18233-70-0	122356	C02714	HMDB02064
591	N-acetylpyrraline	Xenobiotics	Food Component/Plant	LC/MS Neg	100006120	2545	295.1299		.		
592	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	100001851	800	148.0604	97-14-3	65249		HMDB02931
593	N-acetylsphingosine	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	1302	1578	342.3003	3102-57-6	5497136	C00195	HMDB04950
594	N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Polar	100005466	1249	166.018		159864		
595	N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Neg	100001274	821.6	160.0615	17093-74-2	152204		
596	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100001254	2630	245.0932	1218-34-4	700653	C03137	HMDB13713
597	N-acetyltyrosine	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100001104	1680	222.0772	537-55-3	68310		HMDB00866
598	N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	1084	1704	158.0823	96-81-1	66789		HMDB11757
599	N-alpha-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100000285	2000	175.1077	6205-08-09 00:00:00	439232	C00437	HMDB03357
600	naringenin	Xenobiotics	Food Component/Plant	LC/MS Neg	100000920	3437	271.0612	67604-48-2	932	C00509	HMDB02670
601	N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015624	3911	620.5976		.		
602	N-butyroyl-sphingosine (d18:1/4:0)	Lipid	Sphingolipid Metabolism	LC/MS Neg	100001458	6300	368.317		5702612		
603	N-carbamoylalanine	Amino Acid	Alanine and Aspartate Metabolism	LC/MS Pos Early	100006369	950	133.0608	77340-50-2	426409		
604	N-carbamoylaspartate	Nucleotide	Pyrimidine Metabolism, Orotate containing	LC/MS Neg	1108	606.9	175.036	923-37-5	93072	C00438	HMDB00828
605	N-carbamoylglutamate	Xenobiotics	Drug - Other	LC/MS Pos Early	100002668	865	191.0663	1188-38-1	121396	C05829	
606	N-carbamoylsarcosine	Amino Acid	Creatine Metabolism	LC/MS Pos Early	100002606	920	133.0608	30565-25-4	439375	C01043	HMDB12265
607	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100004523	1877	175.1077		9920500		
608	nervonate (24:1n9)*	Lipid	Long Chain Fatty Acid	LC/MS Neg	100001231	6804	365.3425	506-37-6	5281120	C08323	HMDB02368
609	nervonoylcarnitine (C24:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100015846	1602	510.4517		.		
610	N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100004561	2150	164.0353	3342-77-6	101399	C05653	HMDB04089
611	N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Neg	194	1543.8	176.0387	4289-98-9	439750	C03145	HMDB01015
612	N-formylphenylalanine	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100006056	2360	192.0666	13200-85-6	759256		
613	nicotianamine	Xenobiotics	Food Component/Plant	LC/MS Pos Early	100004035	1800	304.1503	34441-14-0	9882882	C05324	
614	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Pos Early	432	1942	123.0553	98-92-0	936	C00153	HMDB01406
615	nicotinamide riboside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Pos Early	100001310	2040	255.0976	1341-23-7	439924	C03150	HMDB00855
616	nicotinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Pos Early	567	1673	124.0393	59-67-6	938	C00253	HMDB01488
617	nicotinate ribonucleoside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Pos Early	100001316	1536	256.0816	2625-49-2	161234	C05841	HMDB06809
618	N-methylalanine	Amino Acid	Alanine and Aspartate Metabolism	LC/MS Pos Early	100001823	1536	104.0706	600-21-5	5288725	C02721	HMDB01906
619	N-methyl-GABA	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	100003152	2109	118.0863	1119-48-8	70703	C15987	
620	N-methylhydantoin	Amino Acid	Creatine Metabolism	LC/MS Neg	100002557	1425	113.0357	616-04-6	69217	C02565	HMDB03646
621	N-methylhydroxyproline**	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100020215	1145	146.0812		.		
622	N-methylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Pos Early	100001581	2787	146.1176	66866-69-1	2777993		
623	N-methylphenylalanine	Amino Acid	Phenylalanine Metabolism	LC/MS Pos Early	100004042	2790	180.1019	2566-30-5	4657542		
624	N-methylpipecolate	Xenobiotics	Bacterial/Fungal	LC/MS Pos Early	100005383	1932	144.1019	41447-17-0	11286529		
625	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100001956	1335	130.0863	475-11-6	557		
626	N-oleoyl-sphingosine (d18:1/18:1)*	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100000631	2848	564.535	5966-28-9	5283563		HMDB04948
627	nonadecanoate (19:0)	Lipid	Long Chain Fatty Acid	LC/MS Neg	892	6068	297.2799	646-30-0	12591	C16535	HMDB00772
628	norvaline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100002082	2582	118.0863	760-78-1	824	C01826	HMDB13716
629	N-palmitoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	LC/MS Neg	100003686	5580	312.2544	2441-41-0	151008		HMDB13034
630	N-palmitoylserine	Lipid	Endocannabinoid	LC/MS Neg	100015640	5557	342.265	58725-46-5;474943-14-1	6453686		
631	N-palmitoyl-sphingadienine (d18:2/16:0)*	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015609	2490	536.5037		.		
632	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100009028	3090	540.535	5966-29-0	5283572		HMDB11760
633	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	LC/MS Pos Late	1518	2893	538.5194	24696-26-2	5283564		HMDB04949
634	N-palmitoyltaurine	Lipid	Endocannabinoid	LC/MS Neg	100003239	5560	362.2371	83982-06-3	.		
635	N-propionylalanine	Amino Acid	Alanine and Aspartate Metabolism	LC/MS Neg	100004113	1335	144.0666	98632-97-4	321155		
636	N-propionylmethionine	Xenobiotics	Chemical	LC/MS Neg	100004125	2290	204.07	52811-70-8	103692		
637	N-stearoyl-sphinganine (d18:0/18:0)*	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	922	3526	568.5663	2304-80-5	5283573		
638	N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	Ceramides	LC/MS Pos Late	1547	3392	566.5507	104404-17-3	5283565		HMDB04950
639	N-trimethyl 5-aminovalerate	Amino Acid	Lysine Metabolism	LC/MS Pos Early	100015962	2186	160.1332		.		
640	OAHSA (18:1/OH-18:0)	Lipid	Fatty Acid Hydroxyl Fatty Acid	LC/MS Pos Late	100015654	3384	582.5456		.		
641	octadecanedioate (C18-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100001615	5043	313.2384	871-70-5	70095		HMDB00782
642	octadecenedioate (C18:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100019978	4875	311.2228		.		
643	oleanolate	Xenobiotics	Food Component/Plant	LC/MS Neg	100002313	5563	455.3531	508-02-1	10494	C17148	HMDB02364
644	oleate/vaccenate (18:1)	Lipid	Long Chain Fatty Acid	LC/MS Neg	100008930	5655	281.2486		.		
645	oleoyl ethanolamide	Lipid	Endocannabinoid	LC/MS Pos Late	1137	1661	326.3054	11-58-0;111-58-0	5283454		HMDB02088
646	oleoylcarnitine (C18:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100001501	1423	426.3578	38677-66-6	6441392		HMDB05065
647	oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010944	2819	634.5405		.		HMDB07220
648	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	Lipid	Diacylglycerol	LC/MS Pos Late	100002989	3115	636.5562	106292-55-1	.		HMDB07219
649	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	Lipid	Diacylglycerol	LC/MS Pos Late	100002990	3223	636.5562	104346-53-4	.		HMDB07219
650	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010918	3571	638.5718		.		HMDB07218
651	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010919	3695	638.5718		.		HMDB07218
652	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	444	2800	133.0972	3184-13-2	6262	C00077	HMDB03374
653	orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	LC/MS Polar	445	1638.1	155.0098	50887-69-9	967	C00295	HMDB00226
654	O-sulfo-L-tyrosine	Xenobiotics	Chemical	LC/MS Neg	100005384	990	260.0234		514186		
655	o-Tyrosine	Amino Acid	Tyrosine Metabolism	LC/MS Pos Early	100004290	2772	182.0812	2370-61-8	91482		HMDB06050
656	oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	LC/MS Neg	100000841	603	88.988	144-62-7	971	C00209	HMDB02329
657	PAHSA (16:0/OH-18:0)	Lipid	Fatty Acid Hydroxyl Fatty Acid	LC/MS Pos Late	100009050	3411	556.5299		.		
658	palmitate (16:0)	Lipid	Long Chain Fatty Acid	LC/MS Neg	424	5618	255.233	57-10-3	985	C00249	HMDB00220
659	palmitoleate (16:1n7)	Lipid	Long Chain Fatty Acid	LC/MS Neg	452	5475	253.2173	373-49-9	445638	C08362	HMDB03229
660	palmitoleoylcarnitine (C16:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100009406	1357	398.3265		71464547		
661	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010930	2664	608.5249		.		HMDB07132
662	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100008954	2290	705.5905		9939965		
663	palmitoyl ethanolamide	Lipid	Endocannabinoid	LC/MS Pos Late	1489	1643	300.2897	544-31-0	4671	C16512	HMDB02100
664	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100002107	2168	703.5749	6254-89-3	9939941		
665	palmitoylcarnitine (C16)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100000776	1425	400.3421	6865-14-1	461	C02990	HMDB00222
666	palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010939	2834	608.5249		.		HMDB07105
667	palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	Lipid	Diacylglycerol	LC/MS Pos Late	100009052	3080	610.5405		9543695		HMDB07103
668	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100009055	3197	610.5405		.		HMDB07103
669	palmitoyl-myristoyl-glycerol (16:0/14:0) [1]*	Lipid	Diacylglycerol	LC/MS Pos Late	100015682	3054	558.5092		.		
670	palmitoyl-myristoyl-glycerol (16:0/14:0) [2]	Lipid	Diacylglycerol	LC/MS Pos Late	100015610	3180	558.5092		.		HMDB07095
671	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010916	3562	612.5562		.	C13861	HMDB07102
672	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010917	3695	612.5562		.	C13861	HMDB07102
673	palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010948	3734	586.5405		.		HMDB07098
674	pantothenate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	LC/MS Pos Early	1024	1667	220.118	137-08-6	6613	C00864	HMDB00210
675	p-cresol	Xenobiotics	Benzoate Metabolism	LC/MS Neg	100001018	4154	107.0502	106-44-5	2879	C01468	HMDB01858
676	p-cresol sulfate	Xenobiotics	Benzoate Metabolism	LC/MS Neg	100001315	2890	187.0071	3233-57-7	4615423		HMDB11635
677	pelargonate (9:0)	Lipid	Medium Chain Fatty Acid	LC/MS Neg	437	4798	157.1234	112-05-0	8158	C01601	HMDB00847
678	pentadecanoate (15:0)	Lipid	Long Chain Fatty Acid	LC/MS Neg	980	5521	241.2173	1002-84-2;10002-84-2	13849	C16537	HMDB00826
679	pentadecanoylcarnitine (C15)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100015842	1362	386.3265		.		
680	phenol sulfate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100001510	2156	172.9914	937-34-8	74426	C02180	HMDB60015
681	phenylacetate	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	100000011	2150	91.0554	103-82-2	999	C07086	HMDB00209
682	phenylacetylglutamine	Peptide	Acetylated Peptides	LC/MS Neg	100001417	2330	263.1037	28047-15-6	92258	C04148	HMDB06344
683	phenylacetylglycine	Peptide	Acetylated Peptides	LC/MS Neg	100001275	2375	192.0666	500-98-1	68144	C05598	HMDB00821
684	phenylalanine	Amino Acid	Phenylalanine Metabolism	LC/MS Pos Early	460	2878	166.0863	63-91-2	6140	C00079	HMDB00159
685	phenylalanylalanine	Peptide	Dipeptide	LC/MS Neg	100003589	2745	235.1088	3918-87-4	5488196		
686	phenylalanylglycine	Peptide	Dipeptide	LC/MS Neg	100003588	2462	221.0932	721-90-4	98207		HMDB28995
687	phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	100000774	2208	165.0557	828-01-3	3848	C05607	HMDB00779
688	phenylpyruvate	Amino Acid	Phenylalanine Metabolism	LC/MS Neg	241	2515	163.0401	156-06-9	997	C00166	HMDB00205
689	pheophorbide A	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100001689	1562	593.2759	15664-29-6	5323510	C18021	
690	pheophytin A	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100001827	3176	871.5732	603-17-8	.	C05797	
691	phosphate	Energy	Oxidative Phosphorylation	LC/MS Pos Early	461	576	98.9842	7664-38-2	1061	C00009	HMDB01429
692	choline phosphate	Lipid	Phospholipid Metabolism	LC/MS Pos Early	267	700	184.0733	72556-74-2	1014	C00588	HMDB01565
693	phytosphingosine	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	469	1367	318.3003	554-62-1	122121	C12144	HMDB04610
694	picolinate	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	1022	910	124.0393	98-98-6	1018	C10164	HMDB02243
695	pimelate (C7-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Polar	100000101	2745	159.0663	111-16-0	385	C02656	HMDB00857
696	pipecolate	Amino Acid	Lysine Metabolism	LC/MS Pos Early	1025	2200	130.0863	4043-87-2	849	C00408	HMDB00070
697	piperidine	Xenobiotics	Food Component/Plant	LC/MS Pos Early	100002398	2500	86.0964	110-89-4	8082	C01746	HMDB34301
698	piperine	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100001267	1168	286.1438	94-62-2	638024	C03882	HMDB29377
699	ponciretin	Xenobiotics	Food Component/Plant	LC/MS Neg	100003286	4365	285.0768	480-43-3	5118250		
700	pregnanolone/allopregnanolone sulfate	Lipid	Progestin Steroids	LC/MS Neg	100006173	5160	397.2054		.		
701	pregnenediol disulfate (C21H34O8S2)*	Lipid	Pregnenolone Steroids	LC/MS Neg	100001993	3868	238.0775		.		
702	pregnenediol sulfate (C21H34O5S)*	Lipid	Pregnenolone Steroids	LC/MS Neg	100002067	5000	397.2054	1247-64-9	.		
703	pregnenolone sulfate	Lipid	Pregnenolone Steroids	LC/MS Neg	100002129	5100	395.1898	1247-64-9	105074		HMDB00774
704	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	480	1603	116.0706	147-85-3	145742	C00148	HMDB00162
705	prolylglycine	Peptide	Dipeptide	LC/MS Pos Early	100003674	2136	173.0921	2578-57-6	6426709		HMDB11178
706	propionylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	LC/MS Polar	100001150	1502.5	130.051	21709-90-0	98681		HMDB00783
707	propyl 4-hydroxybenzoate	Xenobiotics	Benzoate Metabolism	LC/MS Neg	100006205	4794	179.0714	94-13-3	7175	D01422	HMDB32574
708	protoporphyrin IX	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	LC/MS Pos Late	100000292	1417	563.2653	553-12-8;50865-10-5	4971	C02191	HMDB00241
709	pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	LC/MS Pos Early	821	800	245.0768	1445-07-4	15047	C02067	HMDB00767
710	pterin	Cofactors and Vitamins	Pterin Metabolism	LC/MS Pos Early	100004216	1805	164.0567	22363-60-4	73000	C00715	HMDB00802
711	putrescine	Amino Acid	Polyamine Metabolism	LC/MS Pos Early	49	3027	89.1073	110-60-1	1045	C00134	HMDB01414
712	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	LC/MS Pos Early	491	2343	168.0655	65-22-5	1050	C00250	HMDB01545
713	pyridoxamine	Cofactors and Vitamins	Vitamin B6 Metabolism	LC/MS Pos Early	568	2975	169.0972	58052-48-5	1052	C00534	HMDB01431
714	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	LC/MS Neg	100001121	2185	182.0459	82-82-6	6723	C00847	HMDB00017
715	pyridoxine (Vitamin B6)	Cofactors and Vitamins	Vitamin B6 Metabolism	LC/MS Pos Early	936	2442	170.0812	58-56-0	1054	C00314	HMDB02075
716	pyroglutamine*	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	100001540	1900	129.0659	2353-44-8	134508		
717	pyrraline	Xenobiotics	Food Component/Plant	LC/MS Neg	100001767	2304	253.1194	74509-14-1	122228		HMDB33143
718	pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	LC/MS Polar	823	1083	87.0088	127-17-3	1060	C00022	HMDB00243
719	quinate	Xenobiotics	Food Component/Plant	LC/MS Polar	100000442	2432.9	191.0561	77-95-2	6508	C00296	HMDB03072
720	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Neg	182	630	166.0146	89-00-9	1066	C03722	HMDB00232
721	retinol (Vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism	LC/MS Pos Late	498	1636	269.2264	68-26-8	445354	C00473	HMDB00305
722	ribitol	Carbohydrate	Pentose Metabolism	LC/MS Polar	100000406	1789.6	151.0612	488-81-3	6912	C00474	HMDB00508
723	riboflavin (Vitamin B2)	Cofactors and Vitamins	Riboflavin Metabolism	LC/MS Pos Early	500	2292	377.1456	83-88-5	493570	C00255	HMDB00244
724	ribonate	Carbohydrate	Pentose Metabolism	LC/MS Polar	100001007	2425	165.0405	5336-08-03 00:00:00	5460677	C01685	HMDB00867
725	ribose	Carbohydrate	Pentose Metabolism	LC/MS Polar	914	1508.2	195.051	50-69-1	5779	C00121	HMDB00283
726	ribulonate/xylulonate*	Carbohydrate	Pentose Metabolism	LC/MS Polar	100019968	2350	165.0405		.		
727	ribulose/xylulose	Carbohydrate	Pentose Metabolism	LC/MS Polar	100006122	1400	149.0455		5289590		
728	S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	35	1528	114.055	2906-39-0	1196	C04322	HMDB01301
729	saccharin	Xenobiotics	Food Component/Plant	LC/MS Neg	100000870	2000	181.9917	81-07-2	5143	D01085	HMDB29723
730	saccharopine	Amino Acid	Lysine Metabolism	LC/MS Neg	392	640	275.1249	997-68-2	160556	C00449	HMDB00279
731	salicylate	Xenobiotics	Drug - Topical Agents	LC/MS Polar	501	802	137.0242	69-72-7	338	C00805	HMDB01895
732	sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	1023	1280	90.055	107-97-1	1088	C00213	HMDB00271
733	sebacate (C10-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100001211	1788	201.1132	111-20-6	5192	C08277	HMDB00792
734	secoisolariciresinol	Xenobiotics	Food Component/Plant	LC/MS Neg	100002144	3945	361.1657	29388-59-8	65373	C18167	HMDB13692
735	secoisolariciresinol diglucoside	Xenobiotics	Food Component/Plant	LC/MS Neg	100003073	3380	685.2713	148244-82-0	9917980		
736	sedoheptulose	Carbohydrate	Pentose Metabolism	LC/MS Pos Early	100002619	681	228.1078	3019-74-7	5459879		HMDB03219
737	sedoheptulose-7-phosphate	Carbohydrate	Pentose Phosphate Pathway	LC/MS Neg	100001628	599.6	289.033	2646-35-7	616	C05382	HMDB01068
738	serine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	503	1239	106.0499	56-45-1	5951	C00065	HMDB00187
739	serotonin	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	504	2550	177.1022	153-98-0	5202	C00780	HMDB00259
740	silibinin	Xenobiotics	Drug - Metabolic	LC/MS Neg	100006780	3655	481.114	22888-70-6	31553	D08515	
741	sinapate	Xenobiotics	Food Component/Plant	LC/MS Neg	100000869	1973	223.0612	530-59-6	637775	C00482	HMDB32616
742	sitostanol	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100001983	3300	399.3985	19466-47-8	15559396	C19644	HMDB00494
743	S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	100002749	1955	119.0161	1187-84-4	24417		HMDB02108
744	S-methylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	100002183	2555	164.074	3493-12-07 00:00:00	458	C05319	HMDB38670
745	solanidine	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100002773	1010	398.3418	80-78-4	65727	C06543	HMDB03236
746	spermidine	Amino Acid	Polyamine Metabolism	LC/MS Pos Early	50	3355	146.1652	124-20-9	1102	C00315	HMDB01257
747	sphingadienine	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015643	1350	298.2741	25696-03-1	6449795		
748	sphinganine	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	313	1413	302.3054	3102-56-5	3126	C00836	HMDB00269
749	sphingosine	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	297	1393	300.2897	123-78-4	5353955	C00319	HMDB00252
750	stachydrine	Xenobiotics	Food Component/Plant	LC/MS Pos Early	100001296	1440	144.1019	4136-37-2	115244	C10172	HMDB04827
751	stearamide (18:0)	Lipid	Fatty Acid, Amide	LC/MS Pos Late	100002105	1800	284.2948	124-26-5	31292	C13846	HMDB34146
752	stearate (18:0)	Lipid	Long Chain Fatty Acid	LC/MS Neg	439	5872	283.2643	57-11-4	5281	C01530	HMDB00827
753	stearoyl ethanolamide	Lipid	Endocannabinoid	LC/MS Pos Late	100002254	1787	328.321	111-57-9	27902		HMDB13078
754	stearoyl sphingomyelin (d18:1/18:0)	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	1538	2400	731.6062	85187-10-6;85187-10-6	6453725	C00550	HMDB01348
755	stearoylcarnitine (C18)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100001391	1485	428.3734	18822-91-8	6426855		HMDB00848
756	stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010921	3762	638.5718		.		
757	steviol	Xenobiotics	Food Component/Plant	LC/MS Neg	100009256	5327	317.2122		452967	C20212	
758	stigmasterol	Lipid	Sterol	LC/MS Pos Late	100000923	2875	395.3672	83-48-7	5280794	C05442	HMDB00937
759	suberate (C8-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100000016	804.3	173.0819	505-48-6	10457	C08278	HMDB00893
760	succinate	Energy	TCA Cycle	LC/MS Polar	252	3149	117.0193	110-15-6	1110	C00042	HMDB00254
761	succinimide	Xenobiotics	Chemical	LC/MS Polar	100003696	2155	116.0353	123-56-8	11439	C07273	
762	succinylcarnitine (C4-DC)	Energy	TCA Cycle	LC/MS Pos Early	100001948	2291	262.1285	256928-74-2	71464481		HMDB61717
763	sucralose	Xenobiotics	Food Component/Plant	LC/MS Neg	100001789	3140	395.0073	56038-13-2	71485	C12285	HMDB31554
764	sucrose	Carbohydrate	Disaccharides and Oligosaccharides	LC/MS Neg	935	865	341.1089	57-50-1	5988	C00089	HMDB00258
765	sulfate of piperine metabolite C16H19NO3 (2)*	Xenobiotics	Food Component/Plant	LC/MS Neg	100020496	4112	352.086		.		
766	sulfate of piperine metabolite C16H19NO3 (3)*	Xenobiotics	Food Component/Plant	LC/MS Neg	100020497	4200	352.086		.		
767	sulfate of piperine metabolite C18H21NO3 (3)*	Xenobiotics	Food Component/Plant	LC/MS Neg	100020504	4630	378.1017		.		
768	sulfate*	Xenobiotics	Chemical	LC/MS Neg	100002528	616	96.9601	14808-79-8	1118	C00059	HMDB01448
769	syringic acid	Xenobiotics	Food Component/Plant	LC/MS Neg	100001919	1450	197.0455	530-57-4	10742	C10833	HMDB02085
770	taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	512	660	126.022	107-35-7	1123	C00245	HMDB00251
771	taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	LC/MS Neg	1629	5250	498.2895	6009-98-9	387316	C05465	HMDB00951
772	taurocholate	Lipid	Primary Bile Acid Metabolism	LC/MS Neg	1648	5150	514.2844	145-42-6	6675	C05122	HMDB00036
773	taurocholenate sulfate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100001990	4750	279.6142		.		
774	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	1668	5257.4	498.2895	207737-97-1	2733768	C05463	HMDB00896
775	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100001658	5027	280.6221	64936-83-0	440071	C03642	HMDB02580
776	tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100002912	5025	498.2895	14605-22-2	9848818		HMDB00874
777	tetradecanedioate (C14-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100001613	4000	257.1758	821-38-5	13185		HMDB00872
778	theobromine	Xenobiotics	Xanthine Metabolism	LC/MS Pos Early	100000445	1600	181.072	83-67-0	5429	C07480	HMDB02825
